시도,연,월,평균기온,일조시간,강수량,H_est_MJm2,H_est_kWhm2
강원,2020,1,0.506221198156682,159.44285714285712,-107.52142857142857,323.07865646558037,89.74407124043898
강원,2020,2,1.4852216748768472,179.53571428571428,-103.29285714285713,415.9977553043915,115.55493202899764
강원,2020,3,6.523041474654378,241.85,-139.80714285714285,701.7320217287827,194.92556159132852
강원,2020,4,9.640952380952381,250.75714285714284,-146.66428571428574,859.3542145327614,238.70950403687814
강원,2020,5,16.74516129032258,211.27857142857144,-21.292857142857144,740.7281418821086,205.7578171894746
강원,2020,6,22.417142857142856,224.92142857142858,-40.221428571428575,838.0061960540446,232.77949890390127
강원,2020,7,21.77327188940092,143.59285714285713,170.06428571428572,415.9398674899401,115.53885208053893
강원,2020,8,25.05990783410138,114.04285714285713,434.17857142857144,80.73064559554109,22.42517933209475
강원,2020,9,18.669999999999998,151.6142857142857,176.07142857142858,325.04592511781954,90.29053475494986
강원,2020,10,11.863594470046083,208.84285714285716,-237.79285714285714,664.6595374319444,184.6276492866512
강원,2020,11,6.990952380952381,180.70714285714286,-168.93571428571428,417.36507403335906,115.93474278704416
강원,2020,12,-1.5493087557603686,194.10714285714286,-224.80714285714285,388.4559373022961,107.90442702841558
강원,2021,1,-3.455299539170507,181.15714285714284,-158.85,361.00562276397005,100.27933965665834
강원,2021,2,1.7520408163265306,197.19285714285712,-189.17857142857142,492.035905843006,136.67664051194612
강원,2021,3,7.300921658986176,205.15714285714284,-92.94285714285715,594.9440822868966,165.26224507969349
강원,2021,4,11.93142857142857,221.56428571428572,-72.8,722.6326638233089,200.7312955064747
강원,2021,5,15.504147465437788,201.17142857142858,28.928571428571427,646.327332356477,179.53537009902135
강원,2021,6,20.568809523809524,184.28571428571428,-31.235714285714288,737.107895466571,204.7521931851586
강원,2021,7,25.29953917050691,236.14285714285714,-27.62857142857143,861.0177149562176,239.1715874878382
강원,2021,8,23.440552995391705,121.45,150.72857142857143,398.32963468742395,110.64712074650664
강원,2021,9,19.90142857142857,163.10714285714286,-3.557142857142854,527.6670463741015,146.57417954836154
강원,2021,10,13.585253456221198,157.35714285714286,-58.09285714285714,442.01133259393237,122.78092572053676
강원,2021,11,6.903333333333334,171.94285714285712,-157.59285714285716,402.194545023525,111.72070695097916
강원,2021,12,0.04009216589861743,178.79285714285714,-180.6357142857143,353.3048514995862,98.14023652766284
강원,2022,1,-2.9410138248847923,202.59285714285716,-189.55714285714288,404.1298918880993,112.2583033022498
강원,2022,2,-1.8974489795918366,216.96428571428572,-197.04999999999998,507.78492003397923,141.05136667610535
강원,2022,3,6.2382488479262665,187.69285714285712,-79.11428571428571,548.8398708524401,152.45551968123337
강원,2022,4,13.212619047619047,252.25,-165.22857142857143,911.2992926487275,253.13869240242428
강원,2022,5,17.27557603686636,284.3642857142857,-184.18571428571428,1140.8525336610503,316.90348157251395
강원,2022,6,21.276666666666667,164.2357142857143,137.79285714285714,480.9092568825386,133.58590468959406
강원,2022,7,24.79331797235023,161.53571428571428,119.85714285714286,515.4432033888061,143.1786676080017
강원,2022,8,23.733179723502303,124.05714285714285,327.89285714285717,196.10216664436774,54.47282406787993
강원,2022,9,19.36285714285714,184.45000000000002,14.064285714285715,532.4584799857901,147.90513332938613
강원,2022,10,12.258986175115208,158.93571428571428,-4.421428571428569,398.8814049548796,110.80039026524432
강원,2022,11,8.212380952380952,174.37857142857143,-128.35,390.6650793187997,108.51807758855547
강원,2022,12,-3.597926267281106,172.82142857142858,-213.25,352.3392289492698,97.87200804146381
강원,2023,1,-2.6827188940092164,172.42857142857142,-141.71428571428572,344.36121490476614,95.6558930291017
강원,2023,2,0.9415816326530612,178.37142857142857,-189.72857142857143,461.50014876488586,128.19448576802384
강원,2023,3,8.257603686635944,229.17142857142858,-220.23571428571427,774.0575202949092,215.01597785969696
강원,2023,4,11.905,196.9,-100.64285714285714,713.535043188141,198.2041786633725
강원,2023,5,17.19815668202765,234.89285714285714,-68.0,853.5548594674735,237.09857207429818
강원,2023,6,20.746904761904762,218.87857142857143,51.99285714285714,676.6899645169204,187.96943458803344
강원,2023,7,24.874884792626727,162.97857142857143,164.18571428571428,462.95575501703195,128.59882083806443
강원,2023,8,24.99792626728111,154.68571428571428,194.49285714285716,398.15375241078266,110.59826455855072
강원,2023,9,20.74047619047619,155.20714285714286,36.73571428571428,476.03600878027765,132.23222466118824
강원,2023,10,13.180645161290323,192.27142857142857,-180.65714285714284,597.2586680726782,165.90518557574396
강원,2023,11,6.313095238095238,177.93571428571428,-112.68571428571428,379.7913263557295,105.4975906543693
강원,2023,12,-0.7115207373271889,149.8857142857143,-46.371428571428574,254.66699092611262,70.74083081280905
강원,2024,1,-1.5769585253456222,163.20714285714286,-190.34285714285716,363.88043709991643,101.07789919442122
강원,2024,2,1.4433497536945814,78.74285714285715,-38.55714285714286,263.44686906130244,73.17968585036178
강원,2024,3,5.108064516129033,176.00714285714284,-118.31428571428572,567.2050615633553,157.55696154537648
강원,2024,4,13.270714285714286,201.04285714285714,-166.72142857142856,813.264043445338,225.9066787348161
강원,2024,5,17.016129032258068,255.18571428571428,-96.63571428571427,937.2760431827774,260.35445643966034
강원,2024,6,22.315238095238097,240.32142857142858,-55.65714285714286,899.6679060864948,249.907751690693
강원,2024,7,25.621889400921656,117.09285714285714,254.17142857142858,302.77171554762384,84.1032543187844
강원,2024,8,26.686175115207373,223.69285714285712,-64.8,845.0870281044432,234.74639669567864
강원,2024,9,22.354761904761904,133.6642857142857,168.80714285714288,327.40235204741754,90.9450977909493
강원,2024,10,14.321889400921659,124.70714285714287,-38.128571428571426,388.3035250342801,107.86209028730002
강원,2024,11,8.160714285714286,123.52857142857144,-134.97142857142856,330.3508805350699,91.76413348196387
강원,2024,12,-1.0506912442396312,162.46428571428572,-213.20714285714286,347.8498941362266,96.62497059339627
경기,2020,1,0.5909677419354838,171.82,-140.32,361.04072303941956,100.2890897331721
경기,2020,2,1.689655172413793,175.4,-110.02000000000001,421.82551867254415,117.17375518681783
경기,2020,3,6.907741935483871,248.14000000000001,-196.72,785.7125691345116,218.2534914262532
경기,2020,4,10.336,282.62,-196.3,1002.2240382737771,278.3955661871603
경기,2020,5,17.343225806451613,192.26,-7.780000000000001,695.2545390760863,193.12626085446843
경기,2020,6,22.95733333333333,220.01999999999998,-35.54,826.9135250221254,229.6982013950348
경기,2020,7,23.213548387096772,142.32,198.76,386.8352639843596,107.45423999565544
경기,2020,8,25.778709677419357,99.02000000000001,585.3,-91.74113945606238,-25.483649848906218
경기,2020,9,19.94533333333333,181.54000000000002,7.560000000000002,542.2842852912476,150.6345236920132
경기,2020,10,12.383225806451613,224.48000000000002,-240.42,706.1457844541255,196.15160679281263
경기,2020,11,6.627333333333333,172.78,-125.1,385.13313451954144,106.98142625542819
경기,2020,12,-1.7509677419354837,197.22,-206.44,388.2335324851224,107.84264791253399
경기,2021,1,-3.676774193548387,187.56,-157.94,372.6241140181145,103.50669833836511
경기,2021,2,1.6178571428571427,193.24,-185.28,489.6662627612442,136.0184063225678
경기,2021,3,7.896129032258065,220.94,-88.16,623.1806856808988,173.10574602247192
경기,2021,4,13.163333333333332,222.9,-65.08000000000001,726.3919439567212,201.7755399879781
경기,2021,5,16.06,199.92000000000002,70.5,590.27613356091,163.96559265580836
경기,2021,6,21.856,199.34,-55.739999999999995,809.9355173524748,224.9820881534652
경기,2021,7,26.639354838709675,233.58,-36.76,882.2208316497059,245.0613421249183
경기,2021,8,24.655483870967743,145.78,55.42,539.6895567302852,149.91376575841258
경기,2021,9,21.23,182.42000000000002,-32.36,600.2445455976604,166.7345959993501
경기,2021,10,14.16258064516129,176.54000000000002,-94.44,509.61405040472584,141.55945844575717
경기,2021,11,6.704666666666666,162.35999999999999,-109.84,365.98714569748506,101.66309602707918
경기,2021,12,-0.5587096774193548,177.7,-175.64000000000001,354.87366787997985,98.57601885554996
경기,2022,1,-3.371612903225807,206.35999999999999,-181.82,408.64997273555355,113.51388131543153
경기,2022,2,-1.9935714285714283,211.88000000000002,-185.66,498.1433126390719,138.37314239974216
경기,2022,3,6.630322580645161,179.78,-85.76,550.9133002500511,153.03147229168084
경기,2022,4,13.445333333333332,254.95999999999998,-168.07999999999998,927.9010383036357,257.7502884176766
경기,2022,5,17.647096774193546,293.12,-191.8,1181.3993503814156,328.16648621705986
경기,2022,6,22.217333333333336,152.38,300.86,256.15925047078554,71.15534735299597
경기,2022,7,25.274838709677418,172.56,171.48,461.5558452611869,128.20995701699638
경기,2022,8,24.708387096774192,132.76,527.6,-24.63964278897896,-6.844345219160823
경기,2022,9,18.91,199.42000000000002,-12.160000000000002,589.2127707957168,163.67021410992132
경기,2022,10,12.88,201.96,-95.6,541.738700204971,150.4829722791586
경기,2022,11,8.17,175.04000000000002,-113.85999999999999,389.0158541846211,108.05995949572807
경기,2022,12,-4.603225806451613,189.38,-172.28000000000003,350.6014948465207,97.38930412403353
경기,2023,1,-3.105161290322581,185.42000000000002,-141.6,363.1457451816938,100.87381810602605
경기,2023,2,0.9878571428571428,188.32,-224.28000000000003,506.5659835364271,140.71277320456312
경기,2023,3,8.375483870967741,237.61999999999998,-227.92,806.7569321940355,224.0991478316765
경기,2023,4,12.048666666666666,185.54000000000002,-72.3,663.4039029992475,184.27886194423542
경기,2023,5,18.111612903225808,230.48000000000002,-41.040000000000006,813.903285508756,226.08424597465446
경기,2023,6,22.37933333333333,199.0,35.4,680.9339971977604,189.14833255493343
경기,2023,7,25.62516129032258,152.35999999999999,360.52,188.70152262733376,52.41708961870381
경기,2023,8,26.01741935483871,171.88,91.0,540.4046513507099,150.11240315297496
경기,2023,9,22.182666666666666,157.35999999999999,-61.94000000000001,592.8192829290479,164.67202303584662
경기,2023,10,13.636774193548387,192.62,-175.12,603.4640202950311,167.62889452639754
경기,2023,11,5.867333333333333,163.8,-84.02000000000001,349.63300572364136,97.12027936767815
경기,2023,12,-0.06193548387096779,139.57999999999998,-78.32000000000001,269.61780561335047,74.89383489259735
경기,2024,1,-1.5780645161290323,161.35999999999999,-178.32,362.0280469057076,100.56334636269655
경기,2024,2,2.7993103448275862,111.78,-82.3,328.87301653847925,91.35361570513312
경기,2024,3,4.646451612903226,201.22,-154.56,643.3186164740193,178.69961568722758
경기,2024,4,15.093333333333334,206.6,-164.74,839.1277661717102,233.09104615880838
경기,2024,5,17.358064516129033,244.94,-89.62,911.6145088355697,253.2262524543249
경기,2024,6,22.984,271.26,-59.9,966.9526513816393,268.597958717122
경기,2024,7,24.16516129032258,96.58,466.9,35.61429494272172,9.892859706311588
경기,2024,8,27.84580645161291,208.0,-21.08,762.572479473987,211.82568874277413
경기,2024,9,23.956666666666667,168.34,40.959999999999994,503.9732432209031,139.99256756136197
경기,2024,10,14.872258064516128,150.9,-95.5,473.4705798776313,131.51960552156422
경기,2024,11,8.106,166.92000000000002,-124.46,383.1657132546587,106.43492034851631
경기,2024,12,-0.9283870967741936,186.74,-208.51999999999998,380.42706118219144,105.67418366171985
경남,2020,1,3.979032258064516,140.17142857142858,-94.07857142857142,330.56931393588815,91.82480942663558
경남,2020,2,4.1258620689655165,196.97857142857143,-118.97142857142856,487.10194540086064,135.3060959446835
경남,2020,3,9.215437788018432,235.24285714285716,-170.9857142857143,770.2980633128682,213.9716842535745
경남,2020,4,10.75952380952381,260.17857142857144,-142.30714285714285,898.4620318463287,249.5727866239802
경남,2020,5,18.323963133640554,216.47857142857143,-106.51428571428572,893.1288576080533,248.09134933557036
경남,2020,6,23.156190476190478,217.02857142857144,91.06428571428572,629.7024622010971,174.91735061141588
경남,2020,7,22.738709677419358,84.95,483.84285714285716,17.668509104156968,4.907919195599157
경남,2020,8,26.71751152073733,176.06428571428572,206.30714285714288,404.3093139356314,112.3081427598976
경남,2020,9,20.835238095238093,143.4,146.4857142857143,358.8443328561635,99.6789813489343
경남,2020,10,15.065207373271889,219.94285714285712,-219.9,721.4340156026745,200.39833766740958
경남,2020,11,9.852380952380953,181.42857142857142,-163.33571428571426,456.61632135101434,126.83786704194843
경남,2020,12,1.5880184331797236,197.1357142857143,-235.92857142857142,446.0310606897804,123.89751685827233
경남,2021,1,1.1868663594470046,185.45714285714286,-189.32142857142858,432.4351247561787,120.12086798782742
경남,2021,2,5.227551020408163,188.95714285714286,-153.82857142857142,498.56205436747933,138.48945954652203
경남,2021,3,10.259216589861751,211.72142857142856,-45.542857142857144,592.3673878096532,164.54649661379253
경남,2021,4,13.545,236.99285714285716,-123.72142857142856,844.395982985402,234.55443971816723
경남,2021,5,17.50483870967742,202.90714285714284,-6.807142857142855,716.0138807832557,198.89274466201547
경남,2021,6,22.002142857142854,189.69285714285712,-26.24285714285714,751.4498584683103,208.73607179675284
경남,2021,7,26.325806451612902,189.19285714285712,215.22142857142856,420.21168800993576,116.72546889164882
경남,2021,8,25.586635944700465,154.43571428571428,260.9428571428571,299.37338068376783,83.15927241215773
경남,2021,9,22.075238095238095,107.66428571428571,5.507142857142857,454.74189503989936,126.31719306663872
경남,2021,10,16.15668202764977,198.92142857142858,-180.65,656.7068658771744,182.4185738547707
경남,2021,11,9.439285714285715,183.58571428571426,-155.54999999999998,455.7907646068494,126.60854572412484
경남,2021,12,3.277880184331797,199.12142857142857,-249.51428571428573,465.2423587850462,129.23398855140172
경남,2022,1,1.3663594470046083,209.77857142857144,-258.4,510.40551903307403,141.77931084252057
경남,2022,2,1.980357142857143,221.97857142857143,-232.56428571428572,594.0093964870849,165.00261013530138
경남,2022,3,9.36336405529954,191.39285714285714,-83.49285714285715,597.0951652539095,165.85976812608598
경남,2022,4,14.666428571428572,232.52857142857144,-113.37142857142858,830.7367692414518,230.7602136781811
경남,2022,5,18.83824884792627,287.45,-223.17857142857142,1243.6867828870397,345.4685508019555
경남,2022,6,22.407619047619047,175.71428571428572,-2.557142857142861,696.6586886795104,193.51630241097513
경남,2022,7,26.642857142857142,178.08571428571426,20.0,692.6162639288567,192.39340664690462
경남,2022,8,26.175576036866357,145.1142857142857,45.107142857142854,564.6360688087406,156.8433524468724
경남,2022,9,21.83809523809524,146.84285714285716,20.05714285714286,499.758534812352,138.82181522565332
경남,2022,10,14.876543778801844,219.77857142857144,-198.82857142857142,704.2280769047939,195.61891025133164
경남,2022,11,11.002142857142857,192.82142857142858,-146.69285714285712,468.2504118253356,130.069558840371
경남,2022,12,0.8370967741935483,196.82857142857142,-223.17857142857142,435.35061935802486,120.93072759945134
경남,2023,1,1.2211981566820274,204.75714285714284,-159.59285714285716,436.96391841851727,121.37886622736592
경남,2023,2,4.424234693877551,174.3642857142857,-150.35,470.74331988599437,130.7620333016651
경남,2023,3,9.950831138907176,210.66428571428574,-159.29285714285714,713.6937473906567,198.2482631640713
경남,2023,4,14.046428571428573,200.15714285714284,-73.02857142857142,712.3979199267072,197.888311090752
경남,2023,5,17.85322580645161,187.20714285714286,121.83571428571427,515.96104008791,143.32251113553056
경남,2023,6,22.87238095238095,196.04999999999998,78.96428571428571,614.8821215528499,170.80058932023607
경남,2023,7,25.511290322580646,118.27857142857144,395.0285714285714,129.71407376057405,36.031687155715005
경남,2023,8,26.809447004608295,200.97857142857143,279.5285714285714,318.42444664151344,88.45123517819817
경남,2023,9,23.310714285714287,150.79285714285714,89.20714285714287,437.1870123246166,121.44083675683794
경남,2023,10,15.56152073732719,220.70714285714286,-222.16428571428574,733.6733253623223,203.79814593397842
경남,2023,11,9.585952380952381,191.5,-133.84285714285713,451.45486507534,125.40412918759444
경남,2023,12,3.911290322580645,169.04285714285714,-109.90714285714286,348.3353825388708,96.75982848301967
경남,2024,1,2.800921658986175,186.17857142857142,-152.32142857142858,416.1344240427448,115.59289556742911
경남,2024,2,5.707635467980296,113.47857142857143,8.235714285714284,299.78215026261535,83.27281951739316
경남,2024,3,8.428801843317972,201.10714285714286,-57.271428571428565,583.3122476358467,162.03117989884632
경남,2024,4,15.240238095238096,163.35714285714286,-47.65714285714286,628.6278033140809,174.61883425391133
경남,2024,5,18.62557603686636,264.05,-19.692857142857147,851.2841083414406,236.4678078726224
경남,2024,6,22.76452380952381,203.15714285714284,-0.764285714285715,745.8171309551037,207.1714252653066
경남,2024,7,26.80921658986175,143.47142857142856,188.33571428571426,415.3965352952262,115.38792647089618
경남,2024,8,27.703686635944702,248.6,-87.24285714285715,952.3958135041202,264.55439264003337
경남,2024,9,25.82904761904762,174.04285714285714,134.81428571428572,419.69743507206886,116.58262085335245
경남,2024,10,17.2815668202765,141.77142857142857,11.828571428571433,398.4271246497751,110.67420129160419
경남,2024,11,10.81047619047619,157.9,-105.87142857142858,390.88437863146436,108.57899406429566
경남,2024,12,3.6732718894009215,204.02142857142857,-246.57857142857142,471.7267603472,131.03521120755553
경북,2020,1,2.7760368663594472,143.12857142857143,-83.15714285714286,318.7442055009489,88.54005708359693
경북,2020,2,3.509113300492611,186.05714285714288,-102.3,452.0893876563024,125.580385460084
경북,2020,3,7.664516129032258,231.09285714285716,-187.07142857142858,763.235967320219,212.00999092228304
경북,2020,4,11.002619047619048,260.5857142857143,-164.7357142857143,926.8974472309939,257.4715131197205
경북,2020,5,17.572119815668206,234.07142857142858,-102.63571428571429,917.6936457429056,254.9149015952515
경북,2020,6,22.64309523809524,229.67142857142858,-19.935714285714283,821.2850987583989,228.13474965511082
경북,2020,7,21.527188940092167,104.31428571428572,324.2714285714286,197.47465750825873,54.85407153007186
경북,2020,8,26.00552995391705,162.49285714285716,154.22857142857143,457.92872366120747,127.20242323922427
경북,2020,9,19.58642857142857,147.45000000000002,42.49285714285715,459.2728631808385,127.5757953280107
경북,2020,10,13.513133640552995,204.87142857142857,-221.32142857142858,678.1302899039254,188.36952497331256
경북,2020,11,7.853571428571429,172.57142857142858,-171.16428571428574,434.57045386943986,120.7140149637333
경북,2020,12,-0.1599078341013826,190.42857142857142,-232.65,420.92277089417956,116.92299191504989
경북,2021,1,-1.1672811059907833,182.17857142857142,-164.8642857142857,397.6173969562101,110.44927693228057
경북,2021,2,3.3653061224489798,196.97857142857143,-174.24285714285716,510.993484132555,141.9426344812653
경북,2021,3,8.532949308755759,192.0,-104.53571428571429,608.5987768076826,169.0552157799118
경북,2021,4,12.011904761904761,224.18571428571428,-107.97142857142858,785.5173228182218,218.19925633839495
경북,2021,5,16.175806451612903,197.69285714285712,11.907142857142857,673.1241662308208,186.9789350641169
경북,2021,6,21.15047619047619,186.1142857142857,-78.47857142857143,814.180237387084,226.16117705196777
경북,2021,7,25.282718894009214,211.92857142857142,33.52142857142857,724.1946466857211,201.1651796349225
경북,2021,8,24.06036866359447,123.14999999999999,215.46428571428572,321.53782139933884,89.31606149981634
경북,2021,9,20.449285714285715,131.95,29.664285714285715,457.15431057455675,126.98730849293243
경북,2021,10,14.608986175115207,171.17142857142858,-95.0,516.5413335252903,143.48370375702504
경북,2021,11,8.141904761904762,183.97142857142856,-163.32142857142858,448.72576523523685,124.6460458986769
경북,2021,12,1.9988479262672811,186.00714285714284,-208.92857142857142,412.5011922142276,114.58366450395211
경북,2022,1,-0.4764976958525345,205.33571428571426,-226.04285714285714,467.4621368305913,129.85059356405313
경북,2022,2,0.1255102040816327,216.28571428571428,-193.52142857142857,539.3558447862483,149.8210679961801
경북,2022,3,7.685023041474655,191.53571428571428,-110.38571428571429,610.1378306308873,169.48273073080205
경북,2022,4,13.883095238095239,250.16428571428574,-168.27857142857144,930.8526995898914,258.5701943305254
경북,2022,5,18.16382488479263,303.1928571428571,-218.59285714285716,1264.3301290527327,351.20281362575906
경북,2022,6,22.297619047619047,193.47142857142856,-54.17142857142857,803.6819894290692,223.2449970636303
경북,2022,7,25.578801843317972,160.00714285714284,12.47857142857143,666.967915225634,185.26886534045389
경북,2022,8,25.00069124423963,134.81428571428572,123.28571428571429,452.03025504763417,125.56395973545395
경북,2022,9,20.22357142857143,150.52142857142857,-53.357142857142854,570.9528796314037,158.59802211983438
경북,2022,10,13.368433179723501,179.7642857142857,-111.87142857142858,541.6750169954793,150.46528249874424
경북,2022,11,9.434285714285712,187.60714285714286,-135.37142857142857,438.1704305857776,121.71400849604933
경북,2022,12,-1.022811059907834,179.91428571428574,-195.95714285714286,386.06870690816334,107.24130747448983
경북,2023,1,-0.40046082949308753,196.1,-167.4857142857143,419.56973790254335,116.54714941737315
경북,2023,2,2.8497448979591837,169.6,-171.9,466.07461032635484,129.46516953509857
경북,2023,3,9.731336405529955,230.46428571428572,-200.70000000000002,787.2465496751392,218.67959713198312
경북,2023,4,12.991139455782314,208.69285714285712,-129.29285714285714,789.2834513398539,219.2454031499594
경북,2023,5,17.687557603686635,221.5142857142857,-31.25,784.4674434682958,217.9076231856377
경북,2023,6,22.305952380952384,221.49285714285716,58.00714285714285,685.1813946003858,190.3281651667738
경북,2023,7,24.665437788018433,147.42142857142858,276.95,298.17778480988403,82.82716244719002
경북,2023,8,26.212442396313367,186.83571428571426,139.24285714285713,499.0904540685178,138.63623724125492
경북,2023,9,22.147380952380953,149.47857142857143,80.26428571428572,437.14264756776214,121.42851321326725
경북,2023,10,14.297465437788018,214.31428571428572,-202.59285714285716,686.2010192479287,190.61139423553576
경북,2023,11,7.924761904761906,191.02857142857144,-140.24285714285716,442.5089656245127,122.91915711792021
경북,2023,12,1.9714285714285713,163.50714285714284,-73.58571428571429,309.389197511874,85.94144375329833
경북,2024,1,0.9923963133640553,175.62857142857143,-163.17857142857142,396.73327706898596,110.20368807471831
경북,2024,2,3.883743842364532,97.35000000000001,-38.74285714285714,298.7913853947999,82.99760705411107
경북,2024,3,6.879723502304147,196.43571428571428,-104.45,610.714838327521,169.6430106465336
경북,2024,4,14.72595238095238,193.2642857142857,-126.27142857142857,768.9649380990728,213.60137169418684
